## Filter transmission curves for all possible WFC filters
## EE is encircled energy (%) at a given radius in pixels
## arcsec. EEERR is the std dev. 
## From M Sirianni
##
## K Anderson, 3-10-2003
##
# 1	radius_pix
# 2	radius_asec
# 3	EE_F435W
# 4	EEERR_F435W
# 5	EE_F475W
# 6	EEERR_F475W
# 7	EE_F502N
# 8	EEERR_F502N
# 9	EE_F550M
# 10	EEERR_F550M
# 11	EE_F555W
# 12	EEERR_F555W
# 13	EE_F606W
# 14	EEERR_F606W
# 15	EE_F625W
# 16	EEERR_F625W
# 17	EE_F658N
# 18	EEERR_F658N
# 19	EE_F660N
# 20	EEERR_F660N
# 21	EE_F775W
# 22	EEERR_F775W
# 23	EE_F814W
# 24	EEERR_F814W
# 25	EE_F850LP
# 26	EEERR_F850LP
# 27	EE_F892N
# 28	EEERR_F892N
##
##                      F435W	      F475W	       F502N	       F550M 	       F555W	       F606W	      F625W	       F658N           F660N	      F775W	        F814W	      F850LP         F892N
##   pix   arcsec    ee      stdv   ee      stdv    ee      stdv     ee    stdv     ee     stdv      ee     stdv    ee      stdv    ee      stdv    ee      stdv    ee      stdv    ee      stdv     ee    stdv     ee      stdv
  11.000   0.550  91.205   0.044  92.539   0.291  92.167   0.102  93.206   0.042  92.416   0.139  92.454   0.008  92.448   0.055  92.701   0.106  92.664   0.173  92.628   0.121  92.588   0.120  90.452   0.185  91.718   0.033
  12.000   0.600  91.597   0.103  93.000   0.293  92.649   0.104  93.652   0.046  92.866   0.142  92.921   0.008  92.918   0.065  93.200   0.105  93.325   0.188  93.071   0.126  93.061   0.117  91.171   0.175  92.271   0.038
  13.000   0.650  91.981   0.104  93.387   0.293  93.071   0.100  94.059   0.036  93.271   0.147  93.338   0.008  93.324   0.061  93.657   0.101  93.895   0.199  93.460   0.126  93.477   0.112  91.795   0.166  92.731   0.037
  14.000   0.700  92.306   0.108  93.711   0.298  93.409   0.098  94.451   0.032  93.465   0.220  93.757   0.049  93.680   0.049  93.993   0.107  94.287   0.160  93.868   0.124  93.866   0.102  92.296   0.161  93.045   0.029
  15.000   0.750  92.597   0.119  94.000   0.299  93.692   0.094  94.772   0.035  93.764   0.222  94.077   0.048  94.019   0.044  94.321   0.112  94.629   0.142  94.224   0.125  94.218   0.093  92.737   0.159  93.352   0.028
  16.000   0.800  92.875   0.132  94.263   0.302  93.915   0.089  95.035   0.028  94.006   0.220  94.355   0.046  94.308   0.050  94.656   0.114  94.964   0.143  94.509   0.127  94.526   0.092  93.181   0.159  93.688   0.030
  17.000   0.850  93.147   0.137  94.514   0.304  94.319   0.206  95.256   0.018  94.227   0.219  94.598   0.044  94.560   0.050  94.929   0.110  95.234   0.143  94.774   0.129  94.810   0.090  93.601   0.161  94.034   0.039
  18.000   0.900  93.424   0.138  94.760   0.305  94.546   0.208  95.468   0.000  94.437   0.215  94.822   0.039  94.781   0.052  95.159   0.109  95.470   0.140  95.038   0.125  95.078   0.092  93.953   0.171  94.283   0.034
  19.000   0.950  93.691   0.141  94.995   0.305  94.756   0.207  95.675   0.003  94.640   0.213  95.023   0.040  94.978   0.057  95.376   0.105  95.691   0.139  95.273   0.127  95.321   0.098  94.264   0.177  94.504   0.024
  20.000   1.000  93.959   0.142  95.228   0.305  94.983   0.205  95.876   0.017  94.844   0.215  95.199   0.044  95.159   0.057  95.550   0.104  95.870   0.140  95.491   0.133  95.537   0.103  94.568   0.176  94.730   0.022
  21.000   1.050  94.223   0.141  95.464   0.302  95.182   0.204  96.067   0.023  95.033   0.216  95.366   0.045  95.315   0.055  95.691   0.107  96.018   0.143  95.679   0.138  95.731   0.106  94.863   0.174  94.974   0.025
  22.000   1.100  94.484   0.144  95.697   0.298  95.359   0.206  96.256   0.015  95.208   0.220  95.525   0.048  95.459   0.052  95.832   0.112  96.152   0.140  95.836   0.142  95.903   0.102  95.135   0.169  95.200   0.028
  23.000   1.150  94.757   0.146  96.133   0.228  95.548   0.201  96.434   0.008  95.392   0.220  95.678   0.051  95.598   0.049  95.981   0.113  96.312   0.143  95.981   0.138  96.051   0.100  95.373   0.167  95.377   0.032
  24.000   1.200  95.005   0.147  96.605   0.042  95.749   0.194  96.598   0.005  95.567   0.221  95.842   0.051  95.738   0.042  96.109   0.113  96.461   0.155  96.098   0.133  96.176   0.097  95.582   0.165  95.521   0.033
  25.000   1.250  95.217   0.153  96.806   0.040  95.961   0.192  96.743   0.007  95.730   0.224  95.987   0.053  95.857   0.040  96.231   0.109  96.589   0.172  96.196   0.132  96.202   0.047  95.761   0.168  95.655   0.037
  26.000   1.300  95.432   0.161  96.550   0.295  96.151   0.194  96.875   0.005  95.894   0.219  96.136   0.054  95.981   0.035  96.366   0.110  96.729   0.188  96.294   0.131  96.311   0.043  95.914   0.169  95.786   0.036
  27.000   1.350  95.674   0.170  96.750   0.293  96.319   0.195  97.000   0.008  96.063   0.214  96.298   0.053  96.120   0.032  96.491   0.106  96.860   0.174  96.396   0.131  96.430   0.039  96.066   0.167  95.888   0.039
  28.000   1.400  95.918   0.172  96.953   0.296  96.338   0.101  97.159   0.012  96.224   0.210  96.462   0.047  96.281   0.029  96.615   0.101  96.981   0.157  96.504   0.134  96.605   0.010  96.218   0.166  95.982   0.041
  29.000   1.450  96.149   0.171  97.156   0.300  96.394   0.019  97.314   0.002  96.386   0.199  96.603   0.047  96.417   0.031  96.737   0.102  97.098   0.168  96.612   0.133  96.735   0.085  96.356   0.159  96.151   0.092
  30.000   1.500  96.383   0.177  97.355   0.296  96.647   0.092  97.454   0.036  96.541   0.200  96.734   0.047  96.543   0.025  96.852   0.101  97.218   0.179  96.708   0.133  96.829   0.083  96.466   0.146  96.257   0.088
  31.000   1.550  96.608   0.184  97.553   0.295  96.807   0.100  97.599   0.032  96.696   0.202  96.874   0.046  96.632   0.005  96.962   0.107  97.317   0.204  96.805   0.128  96.928   0.082  96.572   0.141  96.427   0.121
  32.000   1.600  96.814   0.185  97.750   0.297  96.879   0.015  97.756   0.013  96.856   0.202  97.019   0.047  96.782   0.031  97.085   0.113  97.467   0.255  96.911   0.121  97.025   0.084  96.683   0.135  96.522   0.129
  33.000   1.650  97.006   0.181  97.931   0.301  97.083   0.011  97.896   0.047  97.017   0.197  97.159   0.046  96.908   0.039  97.230   0.122  97.607   0.269  96.997   0.116  97.114   0.088  96.791   0.126  96.615   0.126
  34.000   1.700  97.183   0.183  98.102   0.300  97.276   0.013  98.019   0.056  97.347   0.112  97.300   0.044  97.034   0.041  97.352   0.128  97.701   0.274  97.078   0.117  97.189   0.088  96.897   0.129  96.722   0.127
  35.000   1.750  97.334   0.196  98.256   0.294  97.545   0.087  98.152   0.091  97.336   0.196  97.439   0.052  97.152   0.042  97.451   0.126  97.797   0.274  97.177   0.121  97.265   0.090  96.992   0.124  96.836   0.126
  36.000   1.800  97.479   0.205  98.411   0.289  97.704   0.074  98.298   0.093  97.492   0.197  97.578   0.061  97.258   0.043  97.559   0.129  97.913   0.298  97.290   0.118  97.361   0.094  97.094   0.129  96.914   0.128
  37.000   1.850  97.619   0.205  98.558   0.285  97.871   0.080  98.450   0.108  97.643   0.200  97.719   0.064  97.419   0.012  97.665   0.132  98.030   0.305  97.399   0.118  97.464   0.099  97.184   0.137  96.986   0.124
  38.000   1.900  97.733   0.207  98.709   0.283  98.155   0.169  98.604   0.123  97.788   0.205  97.853   0.070  97.547   0.009  97.758   0.131  98.132   0.305  97.507   0.126  97.554   0.098  97.280   0.139  97.058   0.126
  39.000   1.950  97.846   0.208  98.833   0.284  98.295   0.168  98.715   0.096  97.911   0.203  98.002   0.070  97.662   0.018  97.839   0.127  98.202   0.259  97.595   0.126  97.631   0.101  97.370   0.140  97.124   0.127
  40.000   2.000  97.957   0.207  98.931   0.278  98.413   0.171  98.804   0.058  98.022   0.194  98.139   0.068  97.709   0.060  97.916   0.124  98.271   0.238  97.670   0.132  97.617   0.057  97.444   0.138  97.204   0.127
  41.000   2.050  98.050   0.206  99.028   0.281  98.515   0.182  98.912   0.040  98.128   0.197  98.238   0.077  97.807   0.057  97.997   0.129  98.342   0.247  97.743   0.141  97.681   0.063  97.516   0.142  97.258   0.138
  42.000   2.100  98.131   0.211  99.127   0.282  98.605   0.192  99.043   0.047  98.218   0.204  98.333   0.085  97.900   0.063  98.085   0.139  98.453   0.253  97.819   0.148  97.727   0.067  97.598   0.147  97.318   0.138
  43.000   2.150  98.197   0.218  99.217   0.283  98.694   0.196  99.148   0.022  98.321   0.208  98.559   0.160  98.003   0.067  98.196   0.149  98.577   0.242  97.901   0.152  97.795   0.064  97.680   0.143  97.396   0.143
  44.000   2.200  98.260   0.214  99.293   0.282  98.768   0.200  99.237   0.005  98.423   0.211  98.640   0.161  98.102   0.068  98.307   0.147  98.699   0.226  97.974   0.159  97.961   0.115  97.753   0.129  97.493   0.142
  45.000   2.250  98.334   0.213  99.371   0.284  98.832   0.200  99.331   0.001  98.512   0.218  98.715   0.151  98.203   0.067  98.399   0.145  98.761   0.197  98.048   0.158  98.041   0.122  97.839   0.116  97.567   0.138
  46.000   2.300  98.404   0.220  99.430   0.274  98.867   0.197  99.384   0.018  98.588   0.225  98.791   0.140  98.302   0.061  98.474   0.141  98.815   0.167  98.109   0.151  98.117   0.124  97.921   0.108  97.629   0.132
  47.000   2.350  98.472   0.218  99.492   0.260  98.894   0.198  99.455   0.041  98.663   0.222  98.866   0.132  98.379   0.053  98.547   0.143  98.883   0.138  98.178   0.151  98.175   0.127  97.990   0.107  97.694   0.124
  48.000   2.400  98.525   0.217  99.549   0.249  98.931   0.205  99.507   0.055  98.730   0.219  98.928   0.124  98.443   0.050  98.632   0.144  98.961   0.125  98.264   0.151  98.122   0.073  98.038   0.113  97.769   0.109
  49.000   2.450  98.574   0.215  99.608   0.241  98.989   0.213  99.590   0.014  98.797   0.217  99.009   0.116  98.526   0.049  98.716   0.145  99.049   0.132  98.361   0.146  98.194   0.073  98.100   0.119  97.836   0.103
  50.000   2.500  98.632   0.217  99.657   0.245  99.079   0.215  99.690   0.015  98.857   0.214  99.089   0.119  98.600   0.036  98.813   0.147  99.140   0.159  98.461   0.152  98.200   0.018  98.188   0.116  97.897   0.102
  51.000   2.550  98.882   0.098  99.703   0.241  99.149   0.225  99.743   0.004  98.914   0.214  99.148   0.121  98.672   0.033  98.919   0.155  99.203   0.168  98.551   0.154  98.378   0.072  98.274   0.120  97.959   0.109
  52.000   2.600  98.943   0.105  99.733   0.237  99.203   0.222  99.759   0.041  98.962   0.217  99.194   0.126  98.730   0.028  98.992   0.154  99.258   0.154  98.613   0.154  98.538   0.124  98.329   0.132  98.022   0.113
  53.000   2.650  98.976   0.101  99.759   0.231  99.256   0.218  99.792   0.039  99.005   0.213  99.256   0.128  98.791   0.023  99.038   0.149  99.306   0.146  98.660   0.151  98.593   0.126  98.374   0.137  98.073   0.112
  54.000   2.700  99.034   0.100  99.797   0.232  99.297   0.218  99.837   0.003  99.050   0.208  99.314   0.132  98.855   0.028  99.110   0.145  99.351   0.159  98.714   0.150  98.650   0.124  98.431   0.134  98.119   0.105
  55.000   2.750  99.085   0.104  99.843   0.237  99.326   0.214  99.893   0.029  99.104   0.205  99.361   0.133  98.918   0.038  99.177   0.146  99.407   0.165  98.777   0.142  98.716   0.123  98.490   0.124  98.169   0.102
  56.000   2.800  98.912   0.244  99.870   0.242  99.335   0.207  99.899   0.028  99.140   0.210  99.393   0.133  98.973   0.051  99.220   0.145  99.416   0.140  98.828   0.135  98.774   0.133  98.550   0.118  98.205   0.100
  57.000   2.850  99.170   0.106  99.907   0.251  99.366   0.206  99.888   0.034  99.170   0.209  99.420   0.133  99.027   0.058  99.409   0.069  99.444   0.124  98.982   0.076  98.833   0.141  98.611   0.120  98.262   0.097
  58.000   2.900  99.215   0.097  99.940   0.250  99.402   0.204  99.902   0.008  99.214   0.207  99.563   0.085  99.024   0.010  99.470   0.063  99.505   0.127  98.959   0.027  98.895   0.148  98.662   0.129  98.325   0.094
  59.000   2.950  99.256   0.099  99.954   0.243  99.416   0.207  99.928   0.035  99.251   0.204  99.579   0.082  99.076   0.003  99.503   0.071  99.562   0.127  99.001   0.029  98.967   0.145  98.716   0.130  98.390   0.099
  60.000   3.000  99.295   0.101  99.963   0.231  99.442   0.205  99.969   0.054  99.302   0.190  99.508   0.127  99.123   0.005  99.428   0.134  99.621   0.124  99.046   0.142  99.030   0.141  98.791   0.130  98.437   0.094
  61.000   3.050  99.126   0.216  99.982   0.222  99.308   0.095 100.022   0.065  99.343   0.179  99.537   0.124  99.219   0.044  99.475   0.138  99.677   0.130  99.088   0.150  99.065   0.146  98.840   0.136  98.478   0.095
  62.000   3.100  99.138   0.205  99.993   0.213  99.321   0.102 100.055   0.074  99.372   0.176  99.549   0.122  99.256   0.047  99.502   0.141  99.770   0.068  99.126   0.028  99.090   0.030  98.892   0.131  98.509   0.096
  63.000   3.150  99.187   0.200 100.032   0.213  99.542   0.214 100.115   0.062  99.411   0.179  99.580   0.125  99.318   0.052  99.543   0.154  99.867   0.006  99.206   0.026  99.131   0.028  98.971   0.124  98.544   0.103
  64.000   3.200  99.240   0.203 100.048   0.214  99.571   0.213 100.132   0.052  99.450   0.184  99.612   0.134  99.359   0.058  99.576   0.158  99.929   0.011  99.274   0.018  99.153   0.038  99.060   0.117  98.578   0.114
  65.000   3.250  99.466   0.090 100.056   0.207  99.397   0.102 100.153   0.026  99.470   0.193  99.646   0.141  99.376   0.063  99.601   0.168  99.973   0.007  99.280   0.024  99.078   0.099  99.115   0.115  98.631   0.115
  66.000   3.300  99.515   0.088 100.076   0.198  99.425   0.103 100.214   0.002  99.523   0.193  99.681   0.147  99.441   0.082  99.646   0.171 100.020   0.026  99.324   0.015  99.250   0.033  99.184   0.122  98.668   0.116
  67.000   3.350  99.397   0.203 100.103   0.201  99.667   0.215 100.264   0.007  99.564   0.200  99.711   0.151  99.653   0.181  99.677   0.175 100.064   0.049  99.390   0.001  99.334   0.030  99.265   0.123  98.700   0.117
  68.000   3.400  99.429   0.209 100.107   0.199  99.682   0.212 100.307   0.001  99.586   0.208  99.734   0.154  99.669   0.181  99.703   0.178 100.090   0.045  99.443   0.012  99.393   0.019  99.333   0.121  98.763   0.117
  69.000   3.450  99.459   0.210 100.108   0.201  99.683   0.207 100.332   0.029  99.593   0.200  99.745   0.156  99.655   0.185  99.736   0.186 100.116   0.037  99.487   0.031  99.405   0.013  99.369   0.120  98.819   0.116
  70.000   3.500  99.491   0.210 100.126   0.202  99.682   0.203 100.336   0.052  99.598   0.192  99.744   0.155  99.662   0.187  99.765   0.189 100.132   0.027  99.513   0.038  99.436   0.013  99.398   0.113  98.853   0.108
  71.000   3.550  99.532   0.196 100.126   0.183  99.667   0.190 100.298   0.057  99.611   0.185  99.739   0.149  99.672   0.178  99.767   0.176 100.154   0.003  99.429   0.087  99.446   0.025  99.423   0.103  98.876   0.103
  72.000   3.600  99.553   0.196 100.267   0.109  99.663   0.182 100.265   0.060  99.603   0.188  99.752   0.152  99.672   0.176  99.791   0.170 100.174   0.036  99.576   0.135  99.462   0.039  99.446   0.108  98.921   0.100
  73.000   3.650  99.549   0.206 100.391   0.023  99.684   0.176 100.258   0.068  99.607   0.181  99.790   0.154  99.696   0.174  99.832   0.161 100.195   0.062  99.487   0.061  99.494   0.135  99.484   0.115  98.878   0.043
  74.000   3.700  99.740   0.078 100.300   0.097  99.544   0.061 100.257   0.080  99.641   0.164  99.830   0.147  99.715   0.167  99.870   0.155 100.228   0.091  99.513   0.050  99.534   0.128  99.518   0.119  98.905   0.033
  75.000   3.750  99.736   0.056 100.317   0.092  99.545   0.048 100.226   0.061  99.644   0.152  99.859   0.149  99.725   0.166  99.896   0.150 100.236   0.108  99.529   0.059  99.584   0.126  99.563   0.118  98.916   0.028
  76.000   3.800  99.773   0.054 100.321   0.089  99.543   0.039 100.199   0.023  99.653   0.155  99.884   0.158  99.595   0.087  99.929   0.160 100.218   0.111  99.529   0.068  99.615   0.134  99.597   0.123  98.943   0.031
  77.000   3.850  99.800   0.052 100.327   0.090  99.560   0.033 100.195   0.038  99.681   0.160  99.914   0.156  99.612   0.089  99.954   0.166 100.206   0.112  99.546   0.067  99.638   0.132  99.621   0.127  98.963   0.037
  78.000   3.900  99.803   0.063 100.319   0.093  99.589   0.046 100.186   0.047  99.702   0.155  99.824   0.088  99.768   0.169  99.977   0.161 100.212   0.095  99.691   0.128  99.649   0.128  99.626   0.131  99.004   0.032
  79.000   3.950  99.680   0.160 100.147   0.164  99.613   0.059 100.165   0.060  99.734   0.151  99.942   0.139  99.770   0.166  99.977   0.156 100.231   0.069  99.724   0.129  99.671   0.127  99.661   0.128  99.111   0.078
  80.000   4.000  99.717   0.157 100.156   0.163  99.650   0.054 100.171   0.049  99.783   0.150  99.831   0.080  99.798   0.166 100.006   0.155 100.260   0.084  99.782   0.138  99.710   0.125  99.721   0.126  99.152   0.075
  81.000   4.050  99.870   0.066 100.173   0.164  99.659   0.056 100.175   0.053  99.962   0.085  99.928   0.018  99.824   0.168 100.037   0.157 100.290   0.081  99.809   0.149  99.749   0.125  99.592   0.021  99.196   0.076
  82.000   4.100  99.743   0.139 100.177   0.157  99.663   0.039 100.187   0.063  99.980   0.083  99.938   0.010  99.843   0.159 100.064   0.165 100.287   0.058  99.821   0.147  99.783   0.121  99.616   0.016  99.244   0.085
  83.000   4.150  99.869   0.061 100.159   0.153  99.646   0.018 100.221   0.063  99.862   0.154  99.952   0.021  99.866   0.162 100.067   0.170 100.263   0.038  99.840   0.155  99.798   0.117  99.607   0.002  99.189   0.033
  84.000   4.200  99.872   0.042 100.163   0.155  99.667   0.028 100.231   0.062  99.886   0.162  99.982   0.032  99.877   0.161 100.072   0.172 100.262   0.027  99.875   0.162  99.820   0.124  99.627   0.018  99.223   0.030
  85.000   4.250  99.911   0.036 100.163   0.157  99.759   0.028 100.215   0.057 100.048   0.057  99.906   0.089  99.901   0.162 100.110   0.164 100.321   0.031  99.909   0.165  99.852   0.113  99.665   0.015  99.252   0.017
  86.000   4.300  99.950   0.030 100.174   0.165  99.795   0.020 100.199   0.017 100.061   0.051 100.019   0.133  99.937   0.156 100.137   0.159 100.350   0.020  99.933   0.168 100.051   0.012  99.712   0.017  99.284   0.025
  87.000   4.350  99.962   0.034 100.170   0.179  99.805   0.033 100.195   0.048 100.054   0.054 100.033   0.128  99.959   0.149 100.112   0.154 100.326   0.008 100.070   0.103  99.987   0.069  99.892   0.097  99.320   0.034
  88.000   4.400  99.988   0.029 100.158   0.189  99.752   0.007 100.165   0.098 100.066   0.067 100.040   0.129  99.954   0.140 100.106   0.146 100.331   0.018 100.057   0.103  99.900   0.118  99.923   0.089  99.393   0.027
  89.000   4.450 100.015   0.032 100.156   0.188  99.747   0.003 100.158   0.113  99.938   0.152 100.038   0.127  99.981   0.134 100.125   0.144 100.334   0.024  99.958   0.143  99.906   0.131  99.945   0.085  99.445   0.004
  90.000   4.500 100.029   0.039 100.156   0.194  99.793   0.004 100.171   0.078  99.942   0.144 100.036   0.123 100.005   0.133 100.140   0.147 100.339   0.047  99.972   0.147  99.908   0.139  99.965   0.087  99.480   0.028
  91.000   4.550  99.923   0.132 100.138   0.197  99.869   0.064 100.149   0.080  99.963   0.139 100.060   0.124 100.019   0.129 100.140   0.135 100.353   0.071  99.973   0.158  99.939   0.141  99.983   0.082  99.512   0.044
  92.000   4.600  99.929   0.129 100.091   0.048  99.980   0.117 100.129   0.077 100.102   0.068 100.064   0.117 100.025   0.127 100.143   0.124 100.370   0.070  99.977   0.157  99.938   0.138 100.001   0.082  99.530   0.044
  93.000   4.650  99.929   0.125 100.089   0.183 100.000   0.114 100.169   0.032 100.008   0.118 100.057   0.107 100.040   0.124 100.162   0.115 100.371   0.070  99.972   0.139  99.926   0.129 100.014   0.080  99.639   0.103
  94.000   4.700  99.951   0.124 100.090   0.173  99.987   0.112 100.174   0.017 100.029   0.106 100.048   0.106 100.036   0.122 100.182   0.101 100.366   0.074  99.976   0.136  99.934   0.128 100.029   0.071  99.660   0.115
  95.000   4.750  99.951   0.110 100.087   0.165  99.969   0.106 100.152   0.026 100.042   0.090 100.050   0.105 100.033   0.128 100.184   0.103 100.376   0.071  99.994   0.145  99.954   0.121 100.078   0.035  99.679   0.124
  96.000   4.800  99.947   0.099 100.085   0.154  99.948   0.097 100.128   0.045 100.043   0.075 100.054   0.101 100.028   0.128 100.092   0.072 100.352   0.072 100.131   0.050  99.974   0.112 100.022   0.055  99.586   0.051
  97.000   4.850  99.957   0.094 100.097   0.147  99.964   0.090 100.147   0.051 100.073   0.067 100.066   0.107 100.038   0.122 100.088   0.065 100.330   0.063 100.142   0.039  99.981   0.110 100.031   0.055  99.589   0.037
  98.000   4.900  99.973   0.090 100.099   0.041  99.969   0.082 100.161   0.058 100.058   0.065 100.064   0.118 100.030   0.112 100.093   0.067 100.326   0.096 100.134   0.038  99.985   0.108 100.016   0.053  99.634   0.043
  99.000   4.950  99.990   0.087 100.095   0.138  99.968   0.082 100.150   0.057 100.042   0.067 100.071   0.123 100.027   0.104 100.176   0.092 100.331   0.091 100.110   0.036  99.973   0.105 100.064   0.024  99.671   0.040
 100.000   5.000  99.925   0.037 100.104   0.125  99.988   0.081 100.130   0.045 100.054   0.062 100.086   0.120 100.057   0.116 100.179   0.087 100.317   0.075 100.112   0.023  99.967   0.110 100.054   0.028  99.679   0.017
 101.000   5.050  99.942   0.032 100.106   0.102 100.011   0.091 100.096   0.026 100.048   0.060 100.089   0.104 100.067   0.113 100.194   0.078 100.285   0.082 100.121   0.023 100.140   0.020 100.022   0.062  99.723   0.022
 102.000   5.100  99.949   0.025 100.118   0.091  99.857   0.017 100.096   0.069 100.046   0.059 100.076   0.083 100.054   0.095 100.188   0.060 100.284   0.088 100.106   0.018 100.156   0.016 100.022   0.062  99.780   0.041
 103.000   5.150 100.009   0.062 100.116   0.085  99.848   0.016 100.106   0.057 100.049   0.051 100.076   0.076 100.051   0.071 100.155   0.051 100.299   0.076 100.071   0.030 100.129   0.008 100.007   0.061  99.834   0.043
 104.000   5.200 100.017   0.049 100.098   0.074  99.990   0.071 100.095   0.058 100.092   0.032 100.065   0.016 100.038   0.053 100.129   0.032 100.252   0.107 100.040   0.028 100.088   0.007  99.998   0.047  99.883   0.021
 105.000   5.250 100.030   0.003 100.098   0.070 100.006   0.061 100.117   0.063 100.089   0.018 100.090   0.032 100.081   0.023 100.167   0.005 100.207   0.129 100.000   0.034 100.028   0.022 100.001   0.036  99.950   0.055
 106.000   5.300  99.982   0.014 100.071   0.057  99.896   0.008 100.107   0.069  99.987   0.004 100.075   0.009 100.038   0.038 100.098   0.025 100.152   0.100  99.970   0.038  99.943   0.046  99.982   0.045  99.958   0.057
 107.000   5.350  99.985   0.027 100.044   0.041  99.992   0.058 100.098   0.044 100.017   0.019 100.041   0.016 100.027   0.032 100.082   0.018 100.104   0.102  99.951   0.038  99.950   0.048  99.986   0.044  99.948   0.031
 108.000   5.400 100.011   0.021 100.029   0.026 100.008   0.050 100.049   0.020 100.026   0.013 100.004   0.035 100.014   0.027 100.058   0.006 100.079   0.083  99.964   0.020  99.947   0.024 100.003   0.032  99.944   0.027
 109.000   5.450 100.013   0.015 100.017   0.016 100.007   0.028 100.034   0.012 100.009   0.001  99.993   0.012  99.981   0.000 100.024   0.002 100.048   0.035  99.983   0.011  99.992   0.017 100.001   0.013  99.960   0.018
 110.000   5.500 100.000   0.000 100.000   0.000 100.000   0.000 100.000   0.000 100.000   0.000 100.000   0.000 100.000   0.000 100.000   0.000 100.000   0.000 100.000   0.000 100.000   0.000 100.000   0.000 100.000   0.000
 
 
   1.000   0.050  32.487   3.632  32.887   1.301  33.131   1.267  31.640    -NaN  32.643   0.552  33.440   0.195  33.051   0.991  32.413   0.672  32.192   1.796  32.128   0.769  30.503   1.095  25.587   0.542   0.000   0.000
   2.000   0.100  65.870   3.164  66.704   1.278  68.155   0.359  66.891    -NaN  67.853   0.230  66.746   0.964  67.228   0.146  65.996   0.424  65.445   1.535  63.363   0.661  61.994   0.623  53.974   0.579   0.000   0.000
   3.000   0.150  79.085   1.155  79.198   0.477  80.291   0.095  80.701    -NaN  80.364   0.148  80.599   0.046  80.711   0.194  79.232   0.501  79.565   0.843  79.528   0.125  77.052   0.626  70.076   0.184   0.000   0.000
